Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
EU826279,3,8.294,27.653,20.927,19.646,22.257,22.257,28.754,24.209,24.209,27.302,27.302,3a,8.294,3e,19.646
EU826280,3,8.294,27.492,20.734,19.807,22.433,22.433,28.708,24.051,24.051,26.984,26.984,3a,8.294,3e,19.807
EU826281,3,8.451,27.814,20.927,19.485,22.414,22.414,28.914,24.051,24.051,27.460,27.460,3a,8.451,3e,19.485
EU826282,3,8.607,27.974,21.246,19.968,22.571,22.571,29.073,24.525,24.525,27.619,27.619,3a,8.607,3e,19.968
EU826283,3,8.764,27.814,20.927,19.807,22.414,22.414,29.073,24.684,24.684,27.302,27.302,3a,8.764,3e,19.807
EU826284,3,8.138,27.492,20.607,20.129,22.414,22.414,28.754,24.367,24.367,27.460,27.460,3a,8.138,3e,20.129
EU826285,3,8.920,27.083,20.415,20.290,22.907,22.907,28.708,24.209,24.209,27.302,27.302,3a,8.920,3d,20.415
EU826286,3,8.607,27.492,20.574,20.129,22.591,22.591,28.708,24.209,24.209,27.460,27.460,3a,8.607,3e,20.129
EU826287,3,8.138,27.653,20.893,19.646,22.275,22.275,28.708,24.051,24.051,27.143,27.143,3a,8.138,3e,19.646
EU826288,3,8.294,27.653,20.927,19.646,22.257,22.257,28.754,24.209,24.209,27.302,27.302,3a,8.294,3e,19.646
EU826289,3,8.451,27.492,21.086,19.485,22.414,22.414,28.914,24.051,24.051,27.143,27.143,3a,8.451,3e,19.485
EU826290,3,7.825,27.170,20.893,20.934,22.684,22.684,28.363,25.316,25.316,27.302,27.302,3a,7.825,3d,20.893
EU826291,3,8.764,27.653,20.927,19.324,22.884,22.884,28.594,24.367,24.367,27.302,27.302,3a,8.764,3e,19.324
EU826292,3,7.512,27.010,20.415,19.324,22.591,22.591,28.230,23.892,23.892,27.143,27.143,3a,7.512,3e,19.324
EU826293,3,8.764,27.974,21.212,19.324,22.907,22.907,28.868,24.684,24.684,26.984,26.984,3a,8.764,3e,19.324
EU826294,3,7.825,26.409,19.617,18.519,22.591,22.591,28.070,23.418,23.418,26.825,26.825,3a,7.825,3e,18.519
EU826295,3,7.981,26.087,20.734,18.065,21.643,21.643,28.070,23.381,23.381,26.825,26.825,3a,7.981,3e,18.065
EU826296,3,7.981,26.765,20.574,18.357,22.433,22.433,27.751,24.051,24.051,26.892,26.892,3a,7.981,3e,18.357
EU826297,3,8.138,26.409,20.415,18.519,21.959,21.959,28.230,23.855,23.855,26.508,26.508,3a,8.138,3e,18.519
EU826298,3,7.825,27.520,20.255,19.807,22.749,22.749,28.389,24.051,24.051,26.341,26.341,3a,7.825,3e,19.807
EU826299,3,7.668,26.892,21.212,18.548,22.433,22.433,27.911,24.013,24.013,26.984,26.984,3a,7.668,3e,18.548
EU826300,3,7.825,26.409,19.458,18.196,22.591,22.591,27.911,23.101,23.101,26.825,26.825,3a,7.825,3e,18.196
EU826301,3,8.607,26.731,20.096,18.357,22.591,22.591,28.389,23.259,23.259,26.667,26.667,3a,8.607,3e,18.357
EU826302,3,8.920,26.375,20.096,18.196,22.468,22.468,28.708,24.406,24.406,26.266,26.266,3a,8.920,3e,18.196
EU826303,3,7.981,27.053,20.893,18.841,22.591,22.591,27.911,24.367,24.367,26.849,26.849,3a,7.981,3e,18.841
EU826304,3,7.512,27.053,20.734,18.196,22.749,22.749,27.751,24.209,24.209,26.667,26.667,3a,7.512,3e,18.196
EU826305,3,7.825,26.731,20.734,18.357,22.433,22.433,28.070,23.892,23.892,26.667,26.667,3a,7.825,3e,18.357
EU826306,3,8.451,25.926,20.255,18.841,22.433,22.433,27.911,23.418,23.418,26.508,26.508,3a,8.451,3e,18.841
EU826307,3,9.233,26.966,22.026,20.355,24.601,24.601,29.498,24.448,24.448,27.848,27.848,3a,9.233,3e,20.355
EU826308,3,7.355,28.663,22.488,19.032,23.344,23.344,27.532,25.475,25.475,27.143,27.143,3a,7.355,3e,19.032
EU826309,3,6.886,29.469,22.169,18.710,23.186,23.186,28.956,25.633,25.633,26.984,26.984,3a,6.886,3e,18.710
EU826310,3,7.668,29.308,22.807,20.000,23.659,23.659,29.068,25.949,25.949,27.619,27.619,3a,7.668,3e,20.000
EU826311,3,7.199,28.986,22.488,18.710,23.186,23.186,27.690,25.475,25.475,26.984,26.984,3a,7.199,3e,18.710
EU826312,3,7.042,29.147,22.169,19.032,23.502,23.502,28.436,25.316,25.316,26.825,26.825,3a,7.042,3e,19.032
EU826313,3,7.512,28.986,22.329,19.032,23.186,23.186,27.592,25.633,25.633,27.460,27.460,3a,7.512,3e,19.032
EU826314,3,7.199,28.824,22.329,18.871,23.186,23.186,27.532,25.633,25.633,27.143,27.143,3a,7.199,3e,18.871
EU826315,3,7.378,28.824,22.258,19.194,23.175,23.175,27.592,25.832,25.832,27.548,27.548,3a,7.378,3e,19.194
EU826316,3,7.042,28.824,22.169,19.355,23.502,23.502,28.436,25.000,25.000,26.825,26.825,3a,7.042,3e,19.355
EU826317,3,7.199,28.824,22.648,18.871,23.028,23.028,27.646,25.475,25.475,26.984,26.984,3a,7.199,3e,18.871
EU826318,3,7.981,28.824,22.488,18.871,23.028,23.028,27.690,25.949,25.949,27.619,27.619,3a,7.981,3e,18.871
EU826319,3,7.355,28.986,22.488,19.032,23.344,23.344,27.690,25.791,25.791,27.302,27.302,3a,7.355,3e,19.032
EU826320,3,6.886,28.663,22.010,19.516,23.817,23.817,28.594,25.000,25.000,27.302,27.302,3a,6.886,3e,19.516
EU826321,3,7.512,28.824,22.329,18.871,22.871,22.871,27.373,25.633,25.633,27.143,27.143,3a,7.512,3e,18.871
EU826322,3,7.668,28.180,22.010,18.710,22.713,22.713,27.215,25.316,25.316,27.302,27.302,3a,7.668,3e,18.710
EU826323,3,7.355,28.986,22.648,19.968,24.961,24.961,28.868,25.079,25.079,27.778,27.778,3a,7.355,3e,19.968
EU826324,3,7.355,29.147,22.488,19.807,25.118,25.118,29.187,24.921,24.921,27.619,27.619,3a,7.355,3e,19.807
EU826325,3,7.825,28.663,22.169,19.807,24.803,24.803,28.708,24.286,24.286,27.460,27.460,3a,7.825,3e,19.807
EU826326,3,7.668,29.308,22.169,19.807,24.961,24.961,29.187,24.762,24.762,27.778,27.778,3a,7.668,3e,19.807
EU826327,3,7.355,28.986,22.967,19.839,24.763,24.763,29.187,24.921,24.921,27.619,27.619,3a,7.355,3e,19.839
EU826328,3,7.042,29.469,22.648,19.839,24.606,24.606,29.187,24.921,24.921,27.778,27.778,3a,7.042,3e,19.839
EU826329,3,7.199,29.147,22.967,20.323,24.448,24.448,28.868,25.238,25.238,27.937,27.937,3a,7.199,3e,20.323
EU826330,3,7.668,29.147,22.488,19.968,25.118,25.118,29.187,24.921,24.921,27.778,27.778,3a,7.668,3e,19.968
EU826331,3,6.729,29.147,22.329,19.516,24.290,24.290,29.187,24.921,24.921,27.619,27.619,3a,6.729,3e,19.516
EU826332,3,6.729,29.147,22.329,19.516,24.290,24.290,29.187,24.921,24.921,27.619,27.619,3a,6.729,3e,19.516
EU826333,3,7.199,29.147,22.488,19.516,24.448,24.448,29.346,25.238,25.238,27.619,27.619,3a,7.199,3e,19.516
EU826334,3,7.042,28.986,22.488,19.355,24.448,24.448,29.506,24.762,24.762,27.460,27.460,3a,7.042,3e,19.355
EU826335,3,6.729,29.308,22.967,19.839,24.606,24.606,29.027,24.762,24.762,27.619,27.619,3a,6.729,3e,19.839
EU826336,3,7.199,29.308,21.850,19.807,25.118,25.118,28.868,25.238,25.238,27.937,27.937,3a,7.199,3e,19.807
EU826337,3,7.512,29.147,22.807,20.000,24.763,24.763,28.708,24.762,24.762,27.619,27.619,3a,7.512,3e,20.000
EU826338,3,7.512,27.536,20.255,20.129,24.013,24.013,28.708,24.803,24.803,26.667,26.667,3a,7.512,3d,20.255
EU826339,3,7.355,27.375,20.096,19.968,23.855,23.855,28.549,24.645,24.645,26.508,26.508,3a,7.355,3d,20.096
EU826340,3,7.512,27.375,19.777,19.807,24.171,24.171,28.549,24.525,24.525,26.190,26.190,3a,7.512,3d,19.777
EU826341,3,7.512,27.375,20.096,20.290,23.855,23.855,27.962,24.051,24.051,26.667,26.667,3a,7.512,3d,20.096
EU826342,3,7.512,27.214,20.255,20.129,23.697,23.697,28.389,24.487,24.487,26.667,26.667,3a,7.512,3d,20.255
EU826343,3,7.042,27.697,19.936,20.129,24.171,24.171,28.708,24.367,24.367,26.667,26.667,3a,7.042,3d,19.936
EU826344,3,7.668,27.169,20.255,19.807,24.329,24.329,28.549,24.645,24.645,26.667,26.667,3a,7.668,3e,19.807
EU826345,3,7.199,27.375,19.777,19.968,24.487,24.487,28.070,24.684,24.684,26.825,26.825,3a,7.199,3d,19.777
EU826346,3,7.355,27.536,19.936,20.129,24.645,24.645,28.230,24.842,24.842,26.984,26.984,3a,7.355,3d,19.936
EU826347,3,7.355,27.536,20.415,20.290,24.013,24.013,28.868,24.803,24.803,26.825,26.825,3a,7.355,3d,20.415
EU826348,3,7.825,27.214,20.415,20.773,24.013,24.013,28.641,24.684,24.684,26.206,26.206,3a,7.825,3d,20.415
EU826349,3,7.512,27.536,20.096,20.290,24.329,24.329,28.868,24.367,24.367,26.508,26.508,3a,7.512,3d,20.096
EU826350,3,7.355,27.536,19.777,19.646,23.855,23.855,28.868,24.367,24.367,26.190,26.190,3a,7.355,3d,19.777
EU826351,3,7.512,27.214,20.096,20.129,23.697,23.697,28.549,24.645,24.645,26.508,26.508,3a,7.512,3d,20.096
EU826352,3,7.668,27.375,19.617,20.290,24.487,24.487,28.389,24.367,24.367,26.667,26.667,3a,7.668,3d,19.617
FJ407092,3,25.314,21.732,25.000,24.550,21.429,21.429,29.126,0.000,0.000,25.437,25.437,3i,0.000,3g,21.429
FJ494921,3,,,,,,,,,,,,,,,
FJ931538,3,8.607,26.333,20.893,20.612,24.803,24.803,28.571,24.525,24.525,26.171,26.171,3a,8.607,3d,20.893
FJ931539,3,7.994,28.053,21.691,19.324,24.062,24.062,28.084,25.434,25.434,25.728,25.728,3a,7.994,3e,19.324
FJ931540,3,7.825,28.007,19.936,20.773,24.448,24.448,28.247,25.475,25.475,26.494,26.494,3a,7.825,3d,19.936
FJ931541,3,7.981,27.170,21.372,18.971,24.132,24.132,28.389,24.603,24.603,27.302,27.302,3a,7.981,3e,18.971
FJ931542,3,6.260,27.512,21.531,21.417,23.539,23.539,29.383,24.567,24.567,25.765,25.765,3a,6.260,3d,21.531
FJ931543,3,6.260,27.303,20.574,20.773,23.697,23.697,28.409,24.367,24.367,26.731,26.731,3a,6.260,3d,20.574
FJ931544,3,9.077,27.732,20.893,20.740,23.539,23.539,29.346,25.316,25.316,27.302,27.302,3a,9.077,3d,20.893
FJ931545,3,8.607,26.108,20.734,19.614,23.223,23.223,29.984,24.209,24.209,26.731,26.731,3a,8.607,3e,19.614
FJ931546,3,7.512,28.341,21.019,20.129,24.013,24.013,28.981,26.108,26.108,25.556,25.556,3a,7.512,3e,20.129
FJ931547,3,6.416,27.915,20.893,19.968,22.871,22.871,28.571,24.724,24.724,26.731,26.731,3a,6.416,3e,19.968
FJ931548,3,8.294,27.653,21.053,20.773,24.448,24.448,28.549,25.475,25.475,28.095,28.095,3a,8.294,3e,20.773
FJ931549,3,7.355,29.053,21.212,20.290,24.487,24.487,29.708,25.949,25.949,26.613,26.613,3a,7.355,3e,20.290
FJ931550,3,8.294,27.138,21.086,20.257,24.608,24.608,30.894,25.791,25.791,27.302,27.302,3a,8.294,3e,20.257
FJ931551,3,9.546,26.806,20.415,20.451,22.275,22.275,29.058,24.444,24.444,27.141,27.141,3a,9.546,3d,20.415
FJ931552,3,5.790,28.007,21.850,20.934,23.659,23.659,29.058,25.633,25.633,26.367,26.367,3a,5.790,3e,20.934
FJ931553,3,8.294,26.974,20.255,20.612,23.659,23.659,29.221,25.158,25.158,27.464,27.464,3a,8.294,3d,20.255
FJ931554,3,6.426,27.842,21.531,21.935,23.750,23.750,28.571,24.843,24.843,25.806,25.806,3a,6.426,3d,21.531
FJ931555,3,6.740,26.765,20.574,21.095,24.606,24.606,28.734,25.475,25.475,27.258,27.258,3a,6.740,3d,20.574
FJ931556,3,8.138,27.331,20.574,20.934,25.118,25.118,29.708,26.108,26.108,27.948,27.948,3a,8.138,3d,20.574
FJ931557,3,7.981,27.653,21.691,21.095,24.329,24.329,29.126,25.000,25.000,26.825,26.825,3a,7.981,3e,21.095
FJ931558,3,7.199,27.127,21.850,20.612,22.555,22.555,28.389,25.039,25.039,26.984,26.984,3a,7.199,3e,20.612
FJ931559,3,9.091,27.987,21.212,20.096,23.734,23.734,28.734,25.908,25.908,27.346,27.346,3a,9.091,3e,20.096
FJ931560,3,6.886,27.858,21.850,20.934,23.659,23.659,29.506,25.000,25.000,26.667,26.667,3a,6.886,3e,20.934
FJ931561,3,8.764,29.308,21.975,20.773,25.237,25.237,29.459,25.908,25.908,27.143,27.143,3a,8.764,3e,20.773
FJ931562,3,7.981,27.915,21.531,21.739,24.290,24.290,29.708,26.108,26.108,28.110,28.110,3a,7.981,3d,21.531
FJ931563,3,6.573,28.736,22.045,21.095,24.295,24.295,29.431,25.949,25.949,27.214,27.214,3a,6.573,3e,21.095
FJ931564,3,6.573,28.261,21.497,21.095,24.290,24.290,28.687,25.475,25.475,26.892,26.892,3a,6.573,3e,21.095
FJ931565,3,9.286,25.722,21.168,18.293,21.905,21.905,24.815,26.382,26.382,28.571,28.571,3a,9.286,3e,18.293
FJ931566,3,12.676,27.677,23.163,25.000,25.862,25.862,29.469,26.741,26.741,29.241,29.241,3a,12.676,3d,23.163
FJ931567,3,7.825,28.501,22.684,20.290,23.787,23.787,29.393,27.532,27.532,27.141,27.141,3a,7.825,3e,20.290
FJ931568,3,6.103,29.064,21.691,20.934,23.975,23.975,29.221,25.984,25.984,26.892,26.892,3a,6.103,3e,20.934
FJ931569,3,7.199,27.422,20.734,20.612,23.855,23.855,28.247,25.512,25.512,26.817,26.817,3a,7.199,3d,20.734
FJ931570,3,7.512,27.632,20.893,19.807,24.329,24.329,28.824,24.684,24.684,27.948,27.948,3a,7.512,3e,19.807
FJ931571,3,7.886,27.138,21.850,21.095,24.483,24.483,29.469,25.316,25.316,27.464,27.464,3a,7.886,3e,21.095
FJ931572,3,7.668,28.296,22.807,19.836,22.871,22.871,28.956,25.158,25.158,27.625,27.625,3a,7.668,3e,19.836
FJ931573,3,7.668,27.053,20.415,18.328,22.082,22.082,29.506,23.028,23.028,27.143,27.143,3a,7.668,3e,18.328
FJ931574,3,7.981,27.632,20.223,20.451,22.555,22.555,28.457,25.633,25.633,26.979,26.979,3a,7.981,3d,20.223
FJ931575,3,8.294,27.170,21.850,21.452,23.697,23.697,28.409,25.791,25.791,27.302,27.302,3a,8.294,3e,21.452
FJ931576,3,6.573,27.541,20.415,20.612,24.487,24.487,29.058,25.714,25.714,26.731,26.731,3a,6.573,3d,20.415
FJ931577,3,8.138,27.842,22.329,21.900,22.907,22.907,29.058,26.032,26.032,27.375,27.375,3a,8.138,3e,21.900
FJ931578,3,7.668,28.243,21.212,20.129,24.606,24.606,29.870,26.624,26.624,27.536,27.536,3a,7.668,3e,20.129
FJ931579,3,7.837,28.007,21.691,20.129,24.844,24.844,27.858,24.803,24.803,27.023,27.023,3a,7.837,3e,20.129
FJ931580,3,8.764,26.688,20.893,20.129,23.539,23.539,30.303,25.000,25.000,26.984,26.984,3a,8.764,3e,20.129
FJ931581,3,6.729,28.830,21.372,20.418,24.171,24.171,29.708,25.475,25.475,27.141,27.141,3a,6.729,3e,20.418
FJ931582,3,7.199,26.164,21.691,19.839,22.240,22.240,28.708,24.286,24.286,26.190,26.190,3a,7.199,3e,19.839
FJ931583,3,7.825,28.986,21.212,20.934,23.975,23.975,29.665,25.158,25.158,27.778,27.778,3a,7.825,3d,21.212
FJ931584,3,7.512,26.841,20.574,20.129,23.502,23.502,28.389,25.000,25.000,26.582,26.582,3a,7.512,3e,20.129
FJ931585,3,7.825,27.213,21.053,20.773,24.367,24.367,28.389,26.582,26.582,27.464,27.464,3a,7.825,3d,21.053
FJ931586,3,7.981,26.923,19.458,20.323,24.329,24.329,28.549,24.409,24.409,27.488,27.488,3a,7.981,3d,19.458
FJ931587,3,7.981,27.842,20.734,20.612,23.975,23.975,28.409,25.908,25.908,26.494,26.494,3a,7.981,3d,20.734
FJ931588,3,9.859,26.688,21.406,19.485,23.824,23.824,28.780,25.525,25.525,26.333,26.333,3a,9.859,3e,19.485
FJ931589,3,9.077,26.689,21.212,20.451,24.448,24.448,27.922,25.633,25.633,26.979,26.979,3a,9.077,3e,20.451
FJ931590,3,6.573,27.842,21.053,20.129,23.975,23.975,28.617,25.714,25.714,27.464,27.464,3a,6.573,3e,20.129
FJ931591,3,7.199,27.348,21.212,19.324,23.817,23.817,29.825,24.842,24.842,26.333,26.333,3a,7.199,3e,19.324
FJ931592,3,7.668,26.898,20.096,20.066,25.394,25.394,28.943,26.266,26.266,27.670,27.670,3a,7.668,3d,20.096
FJ931593,3,7.668,26.409,20.734,19.516,23.975,23.975,28.734,24.209,24.209,26.817,26.817,3a,7.668,3e,19.516
FJ931594,3,9.546,27.842,21.212,19.968,24.290,24.290,30.195,26.108,26.108,27.053,27.053,3a,9.546,3e,19.968
FJ931595,3,8.451,27.842,21.372,20.129,24.448,24.448,28.409,26.142,26.142,26.979,26.979,3a,8.451,3e,20.129
FJ931596,3,6.886,27.842,21.019,20.451,23.502,23.502,29.660,25.158,25.158,26.171,26.171,3a,6.886,3e,20.451
FJ931597,3,7.825,26.194,20.734,19.453,24.684,24.684,28.896,24.842,24.842,25.443,25.443,3a,7.825,3e,19.453
FJ931598,3,7.825,27.136,21.691,20.290,24.606,24.606,29.058,25.949,25.949,26.817,26.817,3a,7.825,3e,20.290
FJ931599,3,7.355,27.425,21.246,19.646,23.981,23.981,28.754,24.684,24.684,26.656,26.656,3a,7.355,3e,19.646
FJ931600,3,7.668,27.332,21.372,20.290,23.697,23.697,29.221,25.949,25.949,26.333,26.333,3a,7.668,3e,20.290
FJ931601,3,8.451,28.180,21.019,19.968,24.329,24.329,29.984,26.582,26.582,26.656,26.656,3a,8.451,3e,19.968
FJ931602,3,8.607,27.677,21.850,19.485,24.329,24.329,29.058,25.633,25.633,26.494,26.494,3a,8.607,3e,19.485
FJ931603,3,6.886,26.527,20.255,19.807,22.907,22.907,28.389,24.525,24.525,26.266,26.266,3a,6.886,3e,19.807
FJ931604,3,7.668,27.124,21.372,20.000,23.817,23.817,29.058,24.961,24.961,27.464,27.464,3a,7.668,3e,20.000
FJ931605,3,9.077,28.171,22.488,21.452,26.498,26.498,29.708,25.908,25.908,28.110,28.110,3a,9.077,3e,21.452
FJ931606,3,9.390,26.066,20.893,21.900,23.697,23.697,29.383,26.190,26.190,27.948,27.948,3a,9.390,3d,20.893
FJ931607,3,9.546,27.858,21.725,19.485,25.392,25.392,27.154,25.592,25.592,28.271,28.271,3a,9.546,3e,19.485
FJ931608,3,6.729,26.645,20.255,20.773,23.381,23.381,28.896,24.684,24.684,25.848,25.848,3a,6.729,3d,20.255
FJ931609,3,7.668,27.961,20.415,20.612,24.132,24.132,29.708,25.592,25.592,27.787,27.787,3a,7.668,3d,20.415
GQ275355,3,10.485,25.574,21.053,21.129,23.065,23.065,29.058,25.791,25.791,28.271,28.271,3a,10.485,3d,21.053
GQ300882,3,10.642,27.214,20.860,19.968,25.118,25.118,28.525,24.525,24.525,26.494,26.494,3a,10.642,3e,19.968
GQ356200,3,7.825,28.007,19.936,20.773,24.448,24.448,28.247,25.475,25.475,26.494,26.494,3a,7.825,3d,19.936
GQ356201,3,7.668,27.124,21.372,20.000,23.817,23.817,29.058,24.961,24.961,27.464,27.464,3a,7.668,3e,20.000
GQ356202,3,9.859,26.688,21.406,19.485,23.824,23.824,28.780,25.525,25.525,26.333,26.333,3a,9.859,3e,19.485
GQ356203,3,6.886,27.961,20.893,20.645,23.817,23.817,28.247,25.316,25.316,26.570,26.570,3a,6.886,3d,20.893
GQ356204,3,7.199,27.348,21.212,19.324,23.817,23.817,29.825,24.842,24.842,26.333,26.333,3a,7.199,3e,19.324
GQ356205,3,7.825,27.136,21.691,20.290,24.606,24.606,29.058,25.949,25.949,26.817,26.817,3a,7.825,3e,20.290
GQ356206,3,7.042,27.258,21.053,19.485,23.697,23.697,28.549,24.367,24.367,26.171,26.171,3a,7.042,3e,19.485
GQ356207,3,8.607,26.333,20.893,20.612,24.803,24.803,28.571,24.525,24.525,26.171,26.171,3a,8.607,3d,20.893
GQ356208,3,7.994,28.053,21.691,19.324,24.062,24.062,28.084,25.434,25.434,25.728,25.728,3a,7.994,3e,19.324
GQ356209,3,6.573,27.842,21.053,20.129,23.975,23.975,28.617,25.714,25.714,27.464,27.464,3a,6.573,3e,20.129
GQ356210,3,7.668,27.961,20.415,20.612,24.132,24.132,29.708,25.592,25.592,27.787,27.787,3a,7.668,3d,20.415
GQ356211,3,6.886,26.527,20.255,19.807,22.907,22.907,28.389,24.525,24.525,26.266,26.266,3a,6.886,3e,19.807
GQ356212,3,8.176,26.298,19.586,22.544,24.448,24.448,26.979,25.908,25.908,26.375,26.375,3a,8.176,3d,19.586
GQ356213,3,9.404,27.536,20.893,21.739,24.132,24.132,30.032,26.108,26.108,27.994,27.994,3a,9.404,3d,20.893
GQ356214,3,7.680,28.019,20.574,20.129,24.531,24.531,28.409,24.882,24.882,26.375,26.375,3a,7.680,3e,20.129
GQ356215,3,8.451,27.842,21.372,20.129,24.448,24.448,28.409,26.142,26.142,26.979,26.979,3a,8.451,3e,20.129
GQ356216,3,7.512,27.512,20.574,19.485,23.975,23.975,28.571,25.949,25.949,25.484,25.484,3a,7.512,3e,19.485
GQ356217,3,7.042,26.853,21.212,20.129,23.381,23.381,28.084,26.582,26.582,26.892,26.892,3a,7.042,3e,20.129
OM312554,3,7.994,27.653,21.850,19.968,23.381,23.381,28.868,24.487,24.487,26.466,26.466,3a,7.994,3e,19.968
OM312555,3,8.764,27.332,22.169,20.451,24.013,24.013,29.187,26.424,26.424,25.843,25.843,3a,8.764,3e,20.451
OM312556,3,8.764,28.171,21.212,20.451,23.817,23.817,29.058,26.266,26.266,25.604,25.604,3a,8.764,3e,20.451
OM312557,3,9.077,26.731,21.053,19.516,22.555,22.555,28.230,25.000,25.000,26.508,26.508,3a,9.077,3e,19.516
OM312558,3,8.294,26.101,21.691,20.451,23.344,23.344,29.346,24.132,24.132,26.424,26.424,3a,8.294,3e,20.451
OM312559,3,8.138,27.094,20.574,19.646,23.344,23.344,28.549,25.316,25.316,26.966,26.966,3a,8.138,3e,19.646
OM312560,3,6.886,26.601,20.574,19.807,23.734,23.734,28.868,25.633,25.633,27.464,27.464,3a,6.886,3e,19.807
OM312561,3,6.729,26.678,20.893,20.290,23.259,23.259,28.708,26.582,26.582,26.324,26.324,3a,6.729,3e,20.290
OM312562,3,9.163,27.080,23.445,20.492,24.516,24.516,29.708,25.118,25.118,25.674,25.674,3a,9.163,3e,20.492
OM312563,3,7.512,27.796,20.734,19.646,24.171,24.171,28.409,26.224,26.224,25.926,25.926,3a,7.512,3e,19.646
OM312564,3,6.416,27.258,20.415,20.806,24.487,24.487,28.409,24.842,24.842,26.892,26.892,3a,6.416,3d,20.415
OM312565,3,8.764,27.536,20.574,19.646,23.975,23.975,29.506,24.843,24.843,26.508,26.508,3a,8.764,3e,19.646
OM312566,3,8.764,26.066,21.212,18.971,24.171,24.171,28.549,25.592,25.592,25.522,25.522,3a,8.764,3e,18.971
OM312567,3,8.451,27.448,21.531,19.163,23.817,23.817,29.346,24.684,24.684,27.057,27.057,3a,8.451,3e,19.163
OM312568,3,9.390,27.750,21.372,20.612,24.413,24.413,28.708,25.949,25.949,26.731,26.731,3a,9.390,3e,20.612
OM312569,3,7.981,27.536,21.691,19.485,23.344,23.344,29.346,24.842,24.842,26.984,26.984,3a,7.981,3e,19.485
OM312570,3,9.703,28.617,23.003,21.290,25.039,25.039,30.671,26.582,26.582,29.365,29.365,3a,9.703,3e,21.290
OM312571,3,8.138,27.948,21.053,19.485,23.223,23.223,29.187,25.198,25.198,26.582,26.582,3a,8.138,3e,19.485
OM312572,3,8.607,27.404,20.415,20.934,23.381,23.381,29.346,25.633,25.633,27.302,27.302,3a,8.607,3d,20.415
OM312573,3,8.607,28.180,21.053,20.934,24.645,24.645,30.144,25.949,25.949,28.095,28.095,3a,8.607,3d,21.053
OM312574,3,10.016,27.375,21.531,21.256,22.907,22.907,29.346,25.475,25.475,26.667,26.667,3a,10.016,3d,21.531
OM312575,3,8.764,27.536,20.415,19.807,22.275,22.275,29.027,25.592,25.592,27.460,27.460,3a,8.764,3e,19.807
OM312576,3,9.233,27.769,22.967,21.256,24.329,24.329,30.622,27.014,27.014,28.250,28.250,3a,9.233,3e,21.256
OM312577,3,8.607,26.324,22.010,19.163,23.659,23.659,29.187,24.684,24.684,25.949,25.949,3a,8.607,3e,19.163
OM312578,3,9.703,25.780,20.255,19.936,24.329,24.329,28.571,26.108,26.108,26.979,26.979,3a,9.703,3d,20.255
OM312579,3,9.859,27.053,20.096,20.129,23.381,23.381,28.549,25.949,25.949,27.143,27.143,3a,9.859,3d,20.096
OM312580,3,9.233,27.169,22.169,21.256,23.539,23.539,29.346,26.066,26.066,28.095,28.095,3a,9.233,3e,21.256
OM312581,3,8.920,26.045,21.372,20.934,23.855,23.855,28.868,25.000,25.000,27.778,27.778,3a,8.920,3e,20.934
OM312582,3,9.390,26.797,20.574,19.968,23.817,23.817,29.187,25.394,25.394,26.899,26.899,3a,9.390,3e,19.968
OM312583,3,7.355,26.806,21.053,19.807,24.448,24.448,28.708,25.316,25.316,25.832,25.832,3a,7.355,3e,19.807
OM312584,3,8.294,27.858,20.607,19.646,23.631,23.631,28.115,25.158,25.158,26.266,26.266,3a,8.294,3e,19.646
OM312585,3,8.294,27.375,21.053,20.934,23.465,23.465,28.549,25.908,25.908,27.143,27.143,3a,8.294,3d,21.053
OM312586,3,9.233,27.303,19.808,22.222,23.824,23.824,29.712,25.000,25.000,27.625,27.625,3a,9.233,3d,19.808
OM312587,3,8.764,26.765,20.415,19.324,23.892,23.892,27.014,25.323,25.323,26.817,26.817,3a,8.764,3e,19.324
OM312588,3,8.607,27.858,18.660,20.934,23.576,23.576,28.868,24.842,24.842,26.582,26.582,3a,8.607,3d,18.660
OM312589,3,8.764,27.332,22.807,20.451,24.448,24.448,29.984,26.667,26.667,27.287,27.287,3a,8.764,3e,20.451
OM312590,3,8.451,27.302,22.134,20.290,23.659,23.659,28.662,25.238,25.238,27.143,27.143,3a,8.451,3e,20.290
OM312591,3,8.138,27.448,20.893,20.773,23.855,23.855,29.346,24.684,24.684,28.095,28.095,3a,8.138,3d,20.893
OM312592,3,9.546,26.527,21.212,20.612,24.013,24.013,28.708,24.525,24.525,27.302,27.302,3a,9.546,3e,20.612
OM312593,3,7.199,26.892,21.053,19.485,23.344,23.344,29.665,25.633,25.633,27.302,27.302,3a,7.199,3e,19.485
OM312594,3,7.825,28.155,21.531,20.290,24.448,24.448,29.187,25.238,25.238,26.825,26.825,3a,7.825,3e,20.290
OM312595,3,9.859,27.858,21.669,20.451,24.257,24.257,29.856,25.949,25.949,28.413,28.413,3a,9.859,3e,20.451
OM312596,3,7.680,27.287,21.372,21.256,23.594,23.594,29.187,25.276,25.276,26.783,26.783,3a,7.680,3d,21.372
OM312597,3,8.138,27.213,20.382,19.775,24.171,24.171,28.503,25.397,25.397,27.608,27.608,3a,8.138,3e,19.775
